Customer_ID,Occupation,Annual_Income,Monthly_Inhand_Salary,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Age,Credit_History_Age,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,None,Not Specified,Payday Loan,Personal Loan,Student Loan,Age_group
CUS_0x2951,Entrepreneur,19441.41,1386.1175,Bad,Yes,High_spent_Medium_value_payments,9.0,8.0,31.0,2.0,38.0,19.33333333333333,5.43,13.0,2577.35,32.54938355969943,22.390314860172897,86.45878664486929,296.42931516162366,27.0,17,0,0,1,0,1,0,0,0,0,0,20s
CUS_0x2993,Accountant,30660.86,2848.07166666666,Bad,Yes,High_spent_Small_value_payments,10.0,7.0,32.0,6.0,48.0,25.0,1.5200000000000002,12.0,4733.81,29.72744082633967,139.239272690395,3431.92304905144,191.23155621035545,17.0,4,0,0,1,0,0,0,0,1,0,1,10s
CUS_0x2998,Lawyer,20889.65,1710.80416666666,Bad,Yes,Low_spent_Medium_value_payments,6.0,10.0,19.0,5.0,52.0,20.0,28.05,13.0,4323.55,27.846715660033,43.6764630610513,95.6112482958881,311.792705309727,41.0,5,1,1,1,0,0,0,0,0,0,0,40s
CUS_0x29a3,Accountant,15734.68,1017.15688767303,Bad,Yes,Low_spent_Large_value_payments,8.0,7.0,26.0,7.0,44.0,23.666666666666668,23.820000000000004,12.0,4060.73,35.3931490070409,104.490087906118,51.60961070483444,218.75643102946768,40.0,4,0,0,1,0,1,0,1,1,1,1,30s
CUS_0x29b2,Media_Manager,59930.04,5207.17,Bad,Yes,High_spent_Small_value_payments,7.0,8.0,27.0,6.0,62.66666666666666,19.0,19.18,9.666666666666666,4474.29,34.64177508901253,156.59616422809,217.985808964913,409.46836014032897,22.0,2,0,0,1,0,1,0,1,0,0,0,20s
CUS_0x29e1,Scientist,62683.59,5047.6325,Bad,Yes,High_spent_Large_value_payments,8.0,8.0,32.0,9.0,24.0,24.33333333333333,8.106666666666667,8.0,2142.89,29.251332270555235,346.062240761426,168.613745399224,250.08726383934837,37.0,20,1,1,1,0,1,0,1,1,0,1,30s
CUS_0x29e9,Teacher,56157.03,4437.71036820092,Bad,Yes,High_spent_Medium_value_payments,8.0,9.0,31.0,5.0,38.0,21.33333333333333,23.57333333333333,13.0,3403.7899999999995,32.990939906793265,537.564969709215,137.15473029592331,344.8279555281447,40.0,13,0,0,0,1,0,0,1,1,0,0,30s
CUS_0x29f9,Media_Manager,9691.01,622.584166666666,Bad,Yes,Low_spent_Small_value_payments,8.0,7.0,18.0,9.0,22.0,20.25,20.45,7.0,3416.97,31.246661895832872,66.9639360748051,47.19089921876528,228.103581373096,24.0,3,1,1,1,0,0,0,1,1,1,0,20s
CUS_0x29fd,Developer,7709.625,625.46875,Bad,Yes,Low_spent_Small_value_payments,7.0,9.0,31.0,6.0,27.666666666666668,17.333333333333332,12.343333333333334,14.0,2518.98,34.001820469868896,24.409311550501,47.3725008113771,270.7650626381214,29.0,9,0,1,1,0,1,0,1,0,1,0,20s
CUS_0x2a05,Media_Manager,8308.235,654.352916666666,Bad,Yes,Low_spent_Medium_value_payments,6.0,9.0,20.0,9.0,13.666666666666666,20.0,8.7,15.0,3530.4600000000005,28.557013740084766,36.0737434826393,38.2912990771659,274.403582440194,16.0,4,1,0,1,0,1,0,1,1,0,1,10s
CUS_0x2a06,Mechanic,35917.12,2761.67247356652,Bad,Yes,Low_spent_Small_value_payments,9.0,6.0,34.0,4.0,47.0,18.33333333333333,5.39,8.666666666666666,1523.8,29.5136794519106,164.953565599617,178.4913432655783,268.1519509016177,41.0,18,0,0,0,1,1,0,0,1,0,0,40s
CUS_0x2a08,Doctor,20039.58,1862.965,Bad,Yes,High_spent_Large_value_payments,6.0,6.0,17.0,6.0,23.0,19.0,2.28,6.0,2507.45,25.81511283256895,64.0385336250502,63.697767014563,316.879692905668,43.0,20,0,1,0,1,1,0,1,0,0,1,40s
CUS_0x2a09,Architect,10296.705,1130.05875,Bad,Yes,High_spent_Small_value_payments,8.0,6.0,26.0,7.0,32.0,24.0,26.58,12.0,3632.53,30.392474655351023,38.5387827237413,61.41149412553983,274.532641439166,40.0,12,1,0,0,1,0,0,1,1,1,0,30s
CUS_0x2a25,Media_Manager,9834.33,626.5275,Bad,Yes,Low_spent_Small_value_payments,9.0,8.0,30.0,6.0,48.0,16.666666666666668,22.043333333333333,11.0,3427.41,30.599201743312204,47.5076315910696,44.877555888588766,260.2675625203413,36.0,11,0,0,1,1,1,0,0,1,1,0,30s
CUS_0x2a3a,Mechanic,15704.0,1606.51956341945,Bad,Yes,Low_spent_Small_value_payments,6.0,8.0,33.0,8.0,50.0,22.0,1.33,6.0,2617.78,26.8714877888078,68.9537584045176,122.8273128982004,250.232698611156,27.0,13,1,1,0,1,0,0,1,1,0,1,20s
CUS_0x2a46,Writer,59641.5,4974.125,Bad,Yes,High_spent_Medium_value_payments,8.0,7.0,27.0,7.0,25.33333333333333,23.0,23.99,10.0,3116.4600000000005,27.01612319900707,260.949475558881,272.177286627692,230.952404480092,33.0,2,0,0,1,0,1,0,1,0,1,0,30s
CUS_0x2a70,Journalist,9759.375,813.28125,Bad,Yes,Low_spent_Small_value_payments,7.0,9.0,24.0,8.0,15.0,21.0,3.85,10.0,4342.44,27.4218286593412,55.9391892078513,84.29005739264954,231.098878399498,45.0,9,1,0,0,0,1,0,1,1,1,1,40s
CUS_0x2a85,Doctor,16041.85,1479.82083333333,Bad,Yes,High_spent_Large_value_payments,9.0,6.0,30.0,7.0,44.0,16.0,2.17,11.5,4902.52,35.381815957561145,59.9962123601483,83.356851077375,264.73085698034504,40.0,8,1,0,0,1,1,0,1,0,1,0,30s
CUS_0x2a8c,Doctor,17296.38,1480.365,Bad,Yes,High_spent_Small_value_payments,6.0,10.0,30.0,5.0,21.0,17.5,17.34,9.0,4624.73,31.94900781741275,49.3607101829096,83.27117455527889,285.404615261811,45.0,8,0,0,1,0,1,0,0,1,0,0,40s
CUS_0x2a8f,Media_Manager,7424.24,599.686666666666,Bad,Yes,Low_spent_Small_value_payments,10.0,5.0,33.0,5.0,37.75,16.0,22.66,7.0,4717.15,30.694774099783977,23.3526173369839,30.624007257712925,283.49204207196897,26.0,9,1,0,1,0,1,0,1,0,1,0,20s
CUS_0x2abb,Media_Manager,68898.56,5549.54666666666,Bad,Yes,High_spent_Large_value_payments,9.0,7.0,30.0,9.0,16.0,16.5,30.8,8.0,3234.47,29.1266958061567,498.065186772319,173.6713948794535,143.2180850148925,32.0,1,1,1,1,1,0,0,1,1,0,0,30s
CUS_0x2ad6,Scientist,7127.455,774.334487793553,Bad,No,Low_spent_Medium_value_payments,10.0,5.0,34.0,6.0,15.0,23.0,26.31,9.0,2698.32,27.813175575812,45.7143939022935,60.4214254343294,262.97973453649,17.0,8,0,1,0,0,1,0,0,1,1,0,10s
CUS_0x2ae9,Engineer,41073.26,3687.77166666666,Bad,Yes,High_spent_Medium_value_payments,8.666666666666666,10.666666666666666,25.0,3.0,61.333333333333336,17.333333333333332,6.553333333333334,13.0,2446.32,29.296850485908635,87.3268043622204,199.2283824623838,342.22197984206167,41.0,13,1,0,0,1,0,0,0,0,0,0,40s
CUS_0x2af3,Mechanic,80442.28,6995.52333333333,Bad,Yes,Low_spent_Medium_value_payments,8.0,7.0,21.0,9.0,27.0,22.0,19.33,10.0,2738.93,26.3686612638495,374.65062215956,495.087143688659,109.814567485112,23.0,1,1,1,1,1,0,0,1,1,0,1,20s
CUS_0x2aff,Lawyer,34483.9,2613.65833333333,Bad,Yes,Low_spent_Small_value_payments,8.0,7.0,29.0,9.0,58.75,14.75,2.12,13.0,4386.53,27.684130237586302,183.994723487218,133.0436956179129,182.2559922627083,36.0,13,0,1,1,1,0,0,0,1,1,1,30s
CUS_0x2b09,Engineer,7630.57,910.880833333333,Bad,Yes,Low_spent_Small_value_payments,5.0,5.0,20.0,6.0,52.333333333333336,16.333333333333332,19.293333333333333,13.0,3215.43,30.283523052092765,28.129583334927,55.95966636600927,290.33216696572964,46.0,2,0,1,1,1,0,0,0,1,1,0,40s
CUS_0x2b2b,Scientist,16069.92,1115.16,Bad,Yes,Low_spent_Small_value_payments,8.0,7.0,21.0,7.0,55.0,23.5,28.59,10.0,4555.49,30.71270856246073,72.9248599293957,86.04598506540803,240.0451550051955,24.0,14,0,0,1,1,0,0,1,0,1,1,20s
CUS_0x2b57,Manager,29337.5,2321.79166666666,Bad,Yes,High_spent_Large_value_payments,9.0,7.0,20.0,7.0,25.0,20.5,1.41,15.0,1784.61,28.153519241368,164.313500666521,101.77437996441144,231.091286035733,37.0,15,1,1,1,0,1,0,0,0,0,0,30s
CUS_0x2b59,Accountant,28146.26,2599.52166666666,Bad,Yes,High_spent_Large_value_payments,6.0,8.0,21.0,5.0,27.0,22.0,17.91,13.0,4841.16,27.263240030399253,71.083146974552,97.33962102813334,341.52939866398003,26.0,6,1,1,1,1,0,0,0,0,1,0,20s
CUS_0x2b60,Writer,60400.17,5010.3475,Bad,Yes,High_spent_Medium_value_payments,6.0,8.0,29.0,7.0,53.5,24.25,29.77,15.0,4058.77,33.52920337723653,211.655831618942,146.46919209963352,407.9097262814228,24.0,5,0,1,1,1,0,0,1,1,0,0,20s
CUS_0x2b6e,Doctor,19633.99,1720.16583333333,Bad,Yes,High_spent_Large_value_payments,7.0,9.0,32.0,4.0,45.333333333333336,20.0,7.41,10.0,1457.54,31.670279674021533,62.6712622983205,92.0268069903229,283.98518071135567,33.0,12,1,1,0,1,0,0,0,0,1,0,30s
CUS_0x2b73,Entrepreneur,17263.94,1621.66166666666,Bad,Yes,High_spent_Large_value_payments,10.0,10.0,23.0,8.0,29.0,17.0,27.15,10.0,4149.76,33.17479002027895,96.9538631937066,67.209239311343,245.51176920545703,36.0,13,1,1,0,0,1,0,1,1,0,0,30s
CUS_0x2b7d,Accountant,14771.43,1456.9525,Bad,Yes,Low_spent_Small_value_payments,6.0,7.0,32.0,6.0,56.0,24.25,8.59,10.0,1723.77,28.6632487007961,51.5652293579698,118.30775525493829,258.322265387091,16.0,9,1,1,1,0,0,0,1,0,1,0,10s
CUS_0x2b8a,Mechanic,75291.12,6221.25999999999,Bad,Yes,High_spent_Large_value_payments,8.0,6.0,21.0,5.0,38.66666666666666,24.0,4.56,13.666666666666666,2380.01,33.701194308371434,260.468081036404,211.29774847315107,410.3601704904433,45.0,10,0,1,0,0,1,0,0,0,1,0,40s
CUS_0x2b9e,Engineer,44320.68,3433.39,Bad,Yes,Low_spent_Large_value_payments,6.0,7.0,16.0,5.0,28.5,17.0,7.1,8.0,2760.28,29.6532365047442,137.897170256109,181.813349441289,303.628480302601,23.0,4,1,0,0,0,0,0,0,1,1,0,20s
CUS_0x2bb5,Architect,8241.75,843.8125,Bad,Yes,Low_spent_Small_value_payments,7.333333333333333,5.333333333333333,19.0,2.0,28.0,22.666666666666668,9.89,16.0,2656.51,31.9226329266598,12.410539347329598,54.91184780386936,287.14435704686866,29.0,17,0,1,0,0,0,0,0,0,1,0,20s
CUS_0x2bc7,Accountant,51312.9,4425.075,Bad,Yes,High_spent_Small_value_payments,10.0,8.0,29.0,4.0,39.5,15.0,13.5,10.0,1498.55,34.88738496838555,146.707645183217,251.017916124076,319.781938692705,18.0,9,0,1,1,1,0,0,0,0,0,0,10s
CUS_0x2bc8,Architect,7981.735,893.144583333333,Bad,Yes,Low_spent_Small_value_payments,10.0,7.0,24.0,6.0,29.0,19.0,15.300000000000002,12.0,4829.8,33.615633153340205,20.3251764296509,73.98060491203717,281.6753436583113,27.0,4,1,0,0,0,0,0,0,1,1,0,20s
CUS_0x2be1,Media_Manager,17623.09,1227.59083333333,Bad,Yes,Low_spent_Small_value_payments,9.666666666666666,4.666666666666667,16.0,7.0,44.66666666666666,19.0,15.699999999999998,11.0,2847.24,28.244766048937567,68.1372321148115,88.00854900780303,246.613302210718,32.0,6,0,1,1,0,1,0,1,1,1,0,30s
CUS_0x2beb,Media_Manager,8165.37,471.4475,Bad,Yes,Low_spent_Small_value_payments,7.0,8.0,18.0,5.0,23.0,22.0,21.72,11.5,3771.86,26.827159052617603,26.2131060365335,28.10539379799545,282.82625016547047,32.0,7,0,0,1,0,0,0,0,0,1,1,30s
CUS_0x2c10,Engineer,51715.68,4529.64,Bad,Yes,Low_spent_Small_value_payments,8.0,8.0,15.0,7.0,28.666666666666668,23.666666666666668,29.99,11.0,3812.9,31.4677705866356,168.517946866579,230.98361813691568,326.7957683298377,33.0,8,1,0,0,1,0,0,1,0,1,1,30s
CUS_0x2c15,Developer,17790.73,1461.56083333333,Bad,Yes,Low_spent_Small_value_payments,9.0,7.0,22.0,7.0,58.0,23.0,17.22,17.0,4373.57,31.847006621004567,80.7147087561995,118.3693970861606,233.738644157639,17.0,8,1,1,1,0,0,0,1,0,1,1,10s
CUS_0x2c1a,Journalist,8609.79,511.4825,Bad,Yes,High_spent_Small_value_payments,8.0,8.0,28.0,6.0,16.0,22.5,25.1,8.5,3688.7,30.9963440271873,34.8311068404145,19.6954836487613,261.6216595108235,42.0,7,1,0,0,1,1,0,0,1,0,1,40s
CUS_0x2c2b,Entrepreneur,7252.065,530.33875,Bad,Yes,High_spent_Medium_value_payments,7.0,5.0,24.0,3.0,23.0,25.0,6.94,9.0,1345.66,33.757980714364194,16.2827333426808,41.00239757473805,265.74874408258097,29.0,18,0,0,0,0,0,0,1,0,0,1,20s
CUS_0x2c32,Mechanic,7823.985,599.99875,Bad,Yes,Low_spent_Small_value_payments,6.0,5.0,34.0,3.0,54.0,25.0,8.53,12.0,2193.11,34.9511035483508,11.426858191684198,43.4294184944121,295.14359831390334,38.0,15,0,0,0,1,0,0,1,0,0,0,30s
CUS_0x2c3c,Writer,17238.11,1599.50916666666,Bad,Yes,Low_spent_Small_value_payments,8.0,8.0,23.0,9.0,46.5,16.75,1.46,11.0,1500.09,32.037993996640424,84.144303350945,146.9999683929336,208.806644922787,37.0,9,1,1,1,1,1,0,1,1,0,0,30s
CUS_0x2c6f,Architect,17983.29,1435.6075,Bad,Yes,Low_spent_Medium_value_payments,6.5,7.5,17.0,6.0,19.75,17.75,24.71,9.25,3978.66,36.545288083269696,81.2503655385694,81.9914761001404,252.81890836128923,40.0,8,0,1,1,0,1,0,1,0,0,0,30s
CUS_0x2c74,Scientist,9110.175,718.284530566519,Bad,Yes,Low_spent_Small_value_payments,7.0,7.0,33.0,6.0,42.0,25.33333333333333,19.8,13.0,1814.67,31.482095300827705,62.27944504947347,29.7258595724474,256.93312258769697,33.0,19,1,1,0,1,0,0,0,1,0,0,30s
CUS_0x2c8f,Entrepreneur,54275.88,4758.99,Bad,Yes,High_spent_Large_value_payments,7.0,10.0,30.0,6.0,11.666666666666666,16.0,2.7066666666666666,15.0,4569.66,29.63931719298873,192.165937005165,158.41831017402487,385.3147528208087,27.0,14,1,1,1,0,1,0,1,0,0,0,20s
CUS_0x2c90,Scientist,54695.22,4754.935,Bad,Yes,High_spent_Large_value_payments,10.0,8.0,24.0,7.0,51.0,16.0,6.546666666666667,13.0,2667.13,33.15724806099927,199.87202414608,171.49753405314712,364.1239418007717,20.0,17,1,0,0,1,1,0,1,1,0,1,10s
CUS_0x2c99,Teacher,9648.22,931.018333333333,Bad,Yes,High_spent_Small_value_payments,9.0,5.0,26.0,7.0,46.333333333333336,19.0,1.07,12.0,2505.92,25.404746970286634,52.6893675485455,50.29503649220917,260.117429292578,19.0,11,1,1,0,1,0,0,0,1,1,0,10s
CUS_0x2c9f,Teacher,52982.0699999999,4344.1725,Bad,Yes,High_spent_Large_value_payments,6.0,8.0,31.0,8.0,49.0,14.333333333333334,18.036666666666665,9.333333333333334,3951.34,32.67808500351847,271.641897584524,196.2062438159724,233.2357752661691,16.0,9,1,1,0,0,1,0,1,1,1,0,10s
CUS_0x2cab,Architect,58651.88,4621.65666666666,Bad,Yes,Low_spent_Large_value_payments,9.0,8.0,26.0,2.0,53.0,23.0,7.689999999999999,11.0,1760.86,35.8059777622372,79.9135836540107,381.9879874901935,280.264095522462,41.0,7,1,0,0,0,0,0,0,1,0,0,40s
CUS_0x2cd9,Lawyer,8969.265,925.43875,Bad,Yes,High_spent_Small_value_payments,7.0,6.0,28.0,8.0,43.25,17.5,2.97,16.0,2721.14,30.69937718791585,53.1787094895158,51.99596683044625,262.36919868003724,44.0,8,0,1,1,0,1,0,0,0,1,0,40s
CUS_0x2ce1,Doctor,37648.1,3199.34166666666,Bad,Yes,High_spent_Large_value_payments,6.0,6.0,19.0,6.0,19.0,14.5,2.59,6.5,2316.79,33.396546992828945,117.683001127194,176.6902053784073,290.5609601610645,33.0,10,0,0,1,0,1,0,1,0,0,1,30s
CUS_0x2d50,Architect,32078.72,2874.22666666666,Bad,Yes,High_spent_Medium_value_payments,6.0,5.0,23.0,9.0,59.0,20.0,26.24,13.333333333333334,2556.12,36.135781878027366,146.682346571421,141.88877798232605,268.851542112918,39.0,13,1,0,1,0,1,0,1,1,0,0,30s
CUS_0x2d5a,Engineer,35247.02,2877.25166666666,Bad,Yes,Low_spent_Small_value_payments,9.0,7.0,27.0,2.0,51.0,22.0,9.12,7.0,1630.99,27.1126166100139,39.2120065116255,375.2603057422,163.25285441284,18.0,13,0,0,0,0,0,0,1,1,0,0,10s
CUS_0x2d62,Doctor,10024.25,812.636793656327,Bad,Yes,Low_spent_Small_value_payments,9.0,5.0,22.0,8.0,48.0,17.0,20.486666666666668,14.0,3038.0399999999995,32.98273582768737,108.546082855365,65.17991234719359,245.59346114111236,29.0,8,0,1,0,0,1,0,1,1,1,0,20s
CUS_0x2d78,Media_Manager,45408.84,3823.07,Bad,Yes,High_spent_Large_value_payments,7.0,7.0,26.0,6.0,23.0,19.5,8.01,9.0,1959.01,29.7354801103119,119.676528969436,210.93932147072385,306.6911495598385,44.0,11,0,1,1,0,1,0,1,0,0,1,40s
CUS_0x2d83,Lawyer,15325.73,1181.14416666666,Bad,Yes,High_spent_Medium_value_payments,6.0,8.0,30.0,5.0,31.0,20.5,14.99,11.0,4445.87,34.16776499228805,61.850784414907,45.49889830622495,270.764733945534,18.0,12,1,0,1,0,1,0,0,0,0,0,10s
CUS_0x2d8c,Musician,9464.405,875.700416666666,Bad,Yes,Low_spent_Small_value_payments,8.0,9.0,19.0,9.0,55.333333333333336,16.0,27.98,10.0,3814.48,34.388761563203936,64.8252399758062,73.97903660400473,232.0990984201883,39.0,12,1,0,1,1,1,0,1,1,0,0,30s
CUS_0x2db4,Doctor,28128.16,2337.01333333333,Bad,Yes,High_spent_Medium_value_payments,7.0,7.0,24.0,2.0,28.33333333333333,24.666666666666668,2.7833333333333337,6.0,2518.51,35.229171192954,36.9075469616096,3424.290954634536,358.9690290683104,29.0,16,0,0,0,0,0,0,0,0,1,1,20s
CUS_0x2dca,Developer,14161.12,1284.09333333333,Bad,Yes,Low_spent_Small_value_payments,10.0,7.0,24.0,6.0,27.25,24.25,23.19,12.25,3754.62,30.47584547821505,43.9961549407487,2563.8094141672946,278.15470730216776,28.0,6,0,1,0,1,1,0,1,1,0,0,20s
CUS_0x2dec,Accountant,7698.58,731.548333333333,Bad,Yes,High_spent_Large_value_payments,9.0,10.0,29.0,5.0,59.0,15.0,22.86,12.0,2573.23,29.87215445296048,26.6887497658948,37.277662728784925,276.688420838653,22.0,5,1,1,0,1,0,0,0,1,1,0,20s
CUS_0x2df8,Musician,10240.42,937.368333333333,Bad,Yes,Low_spent_Small_value_payments,10.0,9.0,23.0,9.0,44.0,23.0,8.463333333333333,10.0,1445.2300000000002,30.049962437499403,42.9744183997792,102.68198206261468,228.0804328709387,27.0,7,0,1,0,0,1,0,0,1,1,1,20s
CUS_0x2e0c,Musician,62028.36,5048.03,Bad,Yes,High_spent_Small_value_payments,8.0,10.0,20.0,8.0,45.75,23.0,29.8,12.0,3842.37,32.70133068854145,280.739759666035,82.69774228374251,309.5682005268705,31.0,1,0,1,0,1,0,0,0,1,1,1,30s
CUS_0x2e19,Architect,55070.19,4747.1825,Bad,Yes,High_spent_Medium_value_payments,8.0,9.0,17.0,9.0,55.0,21.33333333333333,17.83,9.0,3012.26,31.8963833478635,309.046372518067,3358.666733783566,325.5495249042323,17.0,5,0,1,0,1,0,0,0,1,1,1,10s
CUS_0x2e31,Scientist,63206.72,5309.22666666666,Bad,Yes,High_spent_Medium_value_payments,9.0,8.0,27.0,8.0,38.0,18.0,26.48,13.0,4523.88,28.7576083638409,231.290193338046,368.7215292808463,203.41094404777328,23.0,14,1,0,1,1,0,0,0,0,1,1,20s
CUS_0x2e4c,Lawyer,37679.14,3267.92833333333,Bad,Yes,Low_spent_Medium_value_payments,10.0,6.0,17.0,5.0,34.0,17.25,23.67,9.0,4857.87,29.63416937638395,95.4111706215283,144.6406523296227,293.036938951804,21.0,11,1,0,0,0,1,0,0,1,0,0,20s
CUS_0x2e50,Journalist,9987.295,578.274583333333,Bad,Yes,Low_spent_Small_value_payments,8.0,5.0,23.0,7.0,19.0,20.0,5.696666666666666,16.0,2943.52,30.62536770482293,47.2637447414391,41.483869534464,249.07984405742968,37.0,4,0,1,1,0,0,0,0,0,1,1,30s
CUS_0x2e55,Lawyer,16497.78,1291.81499999999,Bad,Yes,Low_spent_Small_value_payments,8.0,6.0,22.0,2.0,51.0,17.5,1.64,10.0,2532.71,33.696933916393704,16.4868286944505,104.44619696843344,293.2484743371152,26.0,17,1,0,0,0,0,0,0,1,0,0,20s
CUS_0x2e72,Scientist,17670.52,1529.54333333333,Bad,Yes,Low_spent_Small_value_payments,10.0,7.0,21.0,8.0,57.75,18.75,7.4,9.75,4931.01,36.14726190741035,71.8582567458978,114.25569307169198,244.3403835157428,19.0,5,0,1,1,1,0,0,1,0,1,1,10s
CUS_0x2e73,Accountant,7689.715,521.809583333333,Bad,Yes,Low_spent_Small_value_payments,6.0,5.0,30.0,8.0,20.0,24.33333333333333,10.163333333333334,10.0,1361.17,31.597842052186564,39.7296511073114,51.20122044449107,247.916753448197,45.0,18,0,0,0,1,1,0,1,1,0,0,40s
CUS_0x2e76,Teacher,73985.12,6207.42666666666,Bad,Yes,Low_spent_Medium_value_payments,6.0,5.0,27.0,5.0,27.0,20.33333333333333,14.5733333333333,10.0,4429.84,33.5891260777906,194.89083882034095,430.93971207643335,264.91211576989065,38.0,10,0,0,0,0,1,0,1,1,0,1,30s
CUS_0x2e79,Engineer,35059.2,2653.6,Bad,Yes,High_spent_Medium_value_payments,8.0,6.0,25.0,9.0,30.33333333333333,19.0,23.42,10.0,2834.16,27.5966891200566,200.38615492102903,3380.7007828130268,234.738900588396,31.0,4,1,1,1,0,0,0,1,1,1,0,30s
CUS_0x2e82,Journalist,37233.5,2822.79166666666,Bad,Yes,High_spent_Medium_value_payments,10.0,5.0,30.0,7.0,29.33333333333333,18.33333333333333,22.27,11.0,3410.45,30.8511129563246,183.938773694226,64.10225462535557,294.23813834708363,36.0,2,0,1,0,1,0,0,1,1,0,0,30s
CUS_0x2e9b,Engineer,29735.22,2208.935,Bad,Yes,High_spent_Small_value_payments,10.0,8.0,25.0,4.0,48.0,16.0,2.02,12.0,1750.14,36.848177195481824,64.477076487746,115.29118527390052,267.38365739272,15.0,20,1,1,0,1,0,0,0,0,0,0,10s
CUS_0x2eb4,Engineer,14784.45,1192.92835389671,Bad,Yes,Low_spent_Small_value_payments,8.0,7.0,19.0,9.0,31.0,23.0,26.899999999999995,11.0,3506.97,33.7892381820652,103.551327656815,62.697959548357005,245.23027556478368,40.0,11,0,0,1,1,1,0,0,1,0,1,30s
CUS_0x2ec6,Mechanic,57582.42,4508.535,Bad,Yes,High_spent_Medium_value_payments,6.0,10.0,25.0,9.0,42.5,20.0,29.27,8.5,3805.38,27.049383734995924,431.278742654935,141.2973118121654,130.7774455328987,27.0,12,1,1,1,1,1,0,0,1,0,0,20s
CUS_0x2ed7,Media_Manager,53460.93,4528.0775,Bad,Yes,High_spent_Large_value_payments,8.0,10.0,27.0,6.0,19.0,18.0,8.31,7.75,1364.03,29.280190793551323,251.896433831979,203.3895336710065,262.52178249701313,28.0,16,0,1,0,1,0,0,1,0,1,1,20s
CUS_0x2f08,Mechanic,37577.82,2984.485,Bad,Yes,High_spent_Large_value_payments,8.0,5.0,24.0,7.0,19.666666666666668,17.666666666666668,3.56,12.0,1518.6500000000003,29.780419990582967,198.000278272134,103.17459296124514,247.27362876661968,29.0,7,1,0,1,1,0,0,1,1,0,1,20s
CUS_0x2f1d,Writer,15139.13,1459.59416666666,Bad,Yes,High_spent_Small_value_payments,7.0,7.0,17.0,7.0,42.0,20.0,13.02,11.0,3168.37,28.947764558344453,79.2721472681601,63.07751886962815,273.60975052887795,25.0,8,1,1,1,0,0,0,1,0,1,0,20s
CUS_0x2f21,Entrepreneur,19833.55,1674.79583333333,Bad,Yes,High_spent_Large_value_payments,7.0,7.0,23.0,4.0,28.0,20.0,2.88,9.0,1316.95,36.38892999181765,50.8400594862262,41.721546202530845,324.917977644576,43.0,7,1,1,0,1,0,0,1,0,0,0,40s
CUS_0x2f24,Lawyer,58782.24,4635.52,Bad,Yes,High_spent_Small_value_payments,8.0,9.0,24.0,6.0,48.0,24.0,29.09,13.0,2671.29,32.46514098797703,229.55078269979103,113.85564760937277,376.81223635750206,25.0,12,1,1,0,1,0,0,0,1,0,0,20s
CUS_0x2f39,Manager,54881.55,4240.07100802417,Bad,Yes,High_spent_Medium_value_payments,9.0,10.0,22.0,7.0,20.666666666666668,18.33333333333333,5.24,14.333333333333334,4727.09,34.24223705072057,612.046161638183,170.98674019293347,330.37150681137734,27.0,3,1,0,0,1,1,0,0,0,1,1,20s
CUS_0x2f49,Journalist,29434.08,2634.84,Bad,Yes,High_spent_Medium_value_payments,9.0,6.0,31.0,5.0,55.0,24.666666666666668,26.636666666666667,14.0,2619.68,29.5713375787336,63.9212089850358,104.6272607138364,354.935530301127,27.0,3,0,1,1,0,1,0,1,0,0,0,20s
CUS_0x2f86,Teacher,7569.055,650.754583333333,Bad,Yes,Low_spent_Small_value_payments,6.0,9.0,30.0,2.0,40.5,15.75,3.18,11.25,2691.71,33.47130669763675,7.1800538922264,32.64878300137428,290.23919523802147,27.0,13,0,0,1,0,0,0,0,1,0,0,20s
CUS_0x2f9b,Engineer,17397.56,1681.79666666666,Bad,Yes,High_spent_Small_value_payments,9.0,10.0,15.0,6.0,45.66666666666666,18.0,18.953333333333333,9.666666666666666,1435.5999999999997,28.237588199397933,69.3053773049075,94.66168640785918,277.5459362872327,25.0,19,0,0,1,0,1,0,1,0,1,0,20s
CUS_0x2f9d,Manager,7555.45,769.620833333333,Bad,Yes,Low_spent_Medium_value_payments,8.0,6.0,29.0,6.0,32.0,17.75,9.4,16.0,3371.11,34.32939402329055,33.799504337518,5017.881252022936,287.04486533133723,32.0,9,1,1,0,1,1,0,1,0,1,0,30s
CUS_0x2fa7,Developer,14785.12,1365.09333333333,Bad,Yes,High_spent_Medium_value_payments,6.0,9.0,17.0,5.0,61.0,23.0,22.41,17.0,4780.8,29.883959180192036,43.9660532464193,3356.316405399684,291.063301765542,28.0,2,0,1,0,1,0,0,1,1,0,0,20s
CUS_0x2faa,Mechanic,46092.75,3683.0625,Bad,Yes,Low_spent_Large_value_payments,9.0,6.0,24.0,6.0,44.0,22.0,22.19,13.0,4567.18,34.9297508832573,144.517625085948,242.14464390049773,246.6439810135525,22.0,7,0,1,1,0,1,0,1,0,0,0,20s
