Customer_ID,Occupation,Annual_Income,Monthly_Inhand_Salary,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Age,Credit_History_Age,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,None,Not Specified,Payday Loan,Personal Loan,Student Loan
CUS_0x1add,Doctor,57452.43,4802.7025,Bad,Yes,High_spent_Small_value_payments,6.0,10.0,27.0,9.0,58.5,25.0,8.27,13.0,1567.24,30.140266138373224,289.459798929941,177.48409257785494,275.8263584922032,24.0,20,0,0,1,0,1,0,1,1,1,1
CUS_0x1ae8,Entrepreneur,32019.94,2598.32833333333,Good,No,High_spent_Medium_value_payments,4.0,5.0,7.0,3.0,22.0,16.0,1.79,6.0,776.31,34.1321629170361,108.25936680641662,113.6806738467398,350.76885882651123,42.0,17,0,1,0,0,0,0,1,0,0,1
CUS_0x1aeb,Teacher,38253.64,2997.71206132703,Good,No,High_spent_Medium_value_payments,1.0,3.0,2.0,3.0,7.75,0.0,10.79,1.0,843.89,33.2784897774375,395.782036762267,112.12447993229615,418.46508864506524,19.0,21,0,0,1,0,0,0,0,0,1,1
CUS_0x1aee,Accountant,100465.139999999,8279.095,Good,No,Low_spent_Large_value_payments,4.0,3.0,11.0,0.0,3.25,11.5,6.41,3.0,990.2,32.651470096255224,0.0,291.44655636058724,759.235480788355,26.0,33,0,0,0,0,0,1,0,0,0,0
CUS_0x1af1,Lawyer,98208.78,8313.06499999999,Good,No,High_spent_Medium_value_payments,4.0,7.0,3.0,1.0,3.5,7.75,6.01,4.0,1364.78,33.476783419696304,66.952541822403,2671.793084677099,796.5189070316395,43.0,26,0,0,0,0,0,0,0,0,1,0
CUS_0x1afd,Teacher,100191.36,8058.28,Standard,No,High_spent_Large_value_payments,4.0,7.0,6.0,2.0,28.25,18.0,8.609999999999996,5.0,496.71,34.215411663531626,145.581444838662,315.31589292480726,602.4306622365295,35.0,20,0,0,0,0,1,0,0,0,0,1
CUS_0x1b00,Lawyer,59939.52,4721.96,Standard,Yes,High_spent_Medium_value_payments,3.0,5.0,16.0,0.0,6.75,20.0,9.98,9.0,1338.53,30.96367100865115,0.0,156.71504862667177,572.9809513733272,33.0,32,0,0,0,0,0,1,0,0,0,0
CUS_0x1b02,Architect,12743.995,1271.99958333333,Standard,No,High_spent_Medium_value_payments,3.0,4.0,8.0,2.0,29.0,11.666666666666666,7.22,6.0,998.9500000000002,28.7606986363231,12.8672679792462,59.60187262690446,321.39748439384863,54.0,24,0,0,0,0,0,0,0,0,1,1
CUS_0x1b07,Accountant,17818.6,1659.88333333333,Standard,No,High_spent_Large_value_payments,4.0,6.0,14.0,1.0,25.0,14.25,12.66,3.25,301.52,28.802730965226075,11.5811016665612,71.82667459435335,347.58055707241823,36.0,19,0,0,0,0,0,0,1,0,0,0
CUS_0x1b09,Entrepreneur,96522.0,8334.5,Good,No,High_spent_Large_value_payments,4.0,4.0,3.0,4.0,1.5,4.0,3.7,6.0,1022.38,35.0651018694428,247.949872506196,298.72152665476096,541.7786008390415,40.0,23,0,0,0,0,1,0,1,0,1,0
CUS_0x1b0a,Writer,30988.61,2786.38416666666,Good,No,High_spent_Medium_value_payments,5.0,3.0,11.0,0.0,13.0,3.0,7.32,8.0,820.56,30.396428425539547,0.0,5106.099290061347,420.0115256217845,35.0,18,0,0,0,0,0,1,0,0,0,0
CUS_0x1b0b,Manager,9709.325,670.110416666666,Bad,Yes,Low_spent_Large_value_payments,10.0,8.0,19.0,5.0,46.0,26.5,9.88,12.5,3195.59,30.05111793136325,25.7673938606291,58.6332491163339,262.610398689703,28.0,8,0,0,1,0,1,0,0,0,1,1
CUS_0x1b0c,Media_Manager,51508.62,4079.32505367994,Bad,Yes,High_spent_Medium_value_payments,7.0,7.0,30.0,7.0,40.5,23.25,2.58,8.75,3636.05,33.70724262436755,390.72516686106974,121.57027419460908,298.68801868435975,41.0,10,0,1,1,1,1,0,1,1,0,0
CUS_0x1b0f,Accountant,33559.26,2732.605,Bad,Yes,Low_spent_Small_value_payments,6.0,8.0,20.0,3.0,16.0,19.75,15.96,16.0,2115.47,31.266410397967174,77.7638581048734,173.9766519407335,281.439003982949,29.0,9,0,0,0,0,1,0,0,0,1,0
CUS_0x1b1a,Accountant,29594.87,2493.23916666666,Standard,Yes,Low_spent_Small_value_payments,5.0,6.0,7.0,3.0,29.0,9.0,10.69,11.0,772.83,26.939077180108697,70.1950783448324,205.49888924086798,263.629949080965,45.0,30,0,1,0,0,0,0,0,0,1,1
CUS_0x1b21,Media_Manager,134928.36,11197.03,Good,No,High_spent_Small_value_payments,1.0,5.0,6.0,0.0,13.0,12.0,8.25,7.0,587.0,34.64103825366975,0.0,541.7395715293139,840.4634284706835,28.0,21,0,0,0,0,0,1,0,0,0,0
CUS_0x1b29,Media_Manager,92362.68,7437.89,Standard,Yes,High_spent_Medium_value_payments,3.0,4.0,8.0,4.0,6.25,12.5,18.51,10.0,747.28,34.701285424051974,155.330416503271,134.96680265619912,684.941161624881,31.0,15,1,1,0,0,0,0,1,0,0,0
CUS_0x1b2a,Teacher,16603.43,1205.61916666666,Standard,Yes,High_spent_Small_value_payments,8.0,10.0,30.0,3.0,24.666666666666668,12.666666666666666,19.81,16.0,2056.83,35.39327155466793,31.8557324803238,3357.8027288970875,313.8285301816043,22.0,11,0,0,0,1,0,0,0,1,0,1
CUS_0x1b3a,Architect,15858.64,1414.55333333333,Bad,Yes,High_spent_Medium_value_payments,9.0,7.0,17.0,7.0,61.0,20.0,4.06,16.0,4874.77,34.06365199860887,53.1169876880158,6675.086836496715,280.276479860612,46.0,1,1,1,0,1,0,0,0,1,1,1
CUS_0x1b3b,Lawyer,76624.48,6123.37333333333,Good,No,High_spent_Medium_value_payments,0.0,2.0,8.0,0.0,10.0,12.666666666666666,2.82,8.0,781.42,33.9950926728013,0.0,180.36841940680333,705.3022472598623,50.0,18,0,0,0,0,0,1,0,0,0,0
CUS_0x1b41,Engineer,19910.51,1622.20916666666,Bad,Yes,Low_spent_Small_value_payments,9.0,10.0,15.0,5.0,56.333333333333336,23.666666666666668,27.19,16.0,3957.01,29.0497829971893,57.6707136846131,109.82210883421332,258.036227272658,40.0,6,1,0,0,1,1,0,0,1,0,0
CUS_0x1b42,Musician,168899.44,14211.9533333333,Good,No,High_spent_Large_value_payments,4.0,4.0,4.0,1.0,5.0,9.0,0.96,3.3333333333333335,826.84,32.68552301045397,71.8515741964465,537.199230757215,1068.8111950463356,43.0,31,0,0,0,1,0,0,0,0,0,0
CUS_0x1b4d,Mechanic,140919.04,12025.2533333333,Standard,Yes,High_spent_Small_value_payments,7.0,3.0,6.0,5.0,10.666666666666666,10.666666666666666,16.146666666666665,8.0,775.02,32.47203888977797,352.938141328799,492.2538602926363,633.999998378563,28.0,10,0,1,1,0,0,0,0,0,0,0
CUS_0x1b55,Lawyer,67672.4,5878.36666666666,Bad,Yes,High_spent_Medium_value_payments,8.0,5.0,27.0,5.0,30.0,26.0,0.5,11.5,1826.19,25.85477332672525,233.300624257412,10000.0,327.3260823292955,42.0,16,1,1,0,0,0,0,0,1,1,0
CUS_0x1b56,Lawyer,49460.16,4270.68,Standard,Yes,High_spent_Large_value_payments,9.0,6.0,18.0,5.0,58.0,12.5,17.32,15.0,1720.99,30.31754584967295,197.673905834464,167.87876552781123,321.51532863772326,21.0,6,0,1,1,0,0,0,1,0,0,1
CUS_0x1b59,Media_Manager,15400.91,1206.40916666666,Standard,Yes,Low_spent_Small_value_payments,6.0,5.0,13.0,4.0,6.5,19.0,16.22,6.0,854.43,31.97020518747015,37.1764549572341,5046.907511509797,284.2140668017905,19.0,18,1,0,0,0,1,0,0,0,1,1
CUS_0x1b62,Developer,8805.955,482.17970476609,Standard,Yes,Low_spent_Small_value_payments,6.0,5.0,19.0,4.0,20.0,11.75,15.79,10.0,584.78,32.60150332851757,56.31476221535493,35.38451724611675,269.2068896125835,24.0,10,0,1,0,0,0,0,1,0,0,1
CUS_0x1b66,Accountant,50538.58,4054.54833333333,Standard,Yes,High_spent_Medium_value_payments,6.0,7.0,9.0,4.0,14.0,19.666666666666668,9.423333333333334,6.0,1205.13,30.58973560242443,164.807470187089,167.668285760029,339.64574405288033,34.0,9,1,0,1,0,1,0,0,1,0,0
CUS_0x1b6d,Engineer,16753.63,1564.13583333333,Bad,Yes,High_spent_Small_value_payments,6.0,9.0,23.0,9.0,37.0,23.333333333333332,3.5266666666666633,7.666666666666667,3536.44,30.794021174895203,85.55890321516442,123.9474188659309,223.57392791890402,22.0,13,1,1,1,0,0,0,1,0,0,1
CUS_0x1b71,Architect,16726.62,1204.885,Bad,Yes,Low_spent_Medium_value_payments,6.0,10.0,26.0,7.0,41.75,21.75,20.38,13.0,2882.12,31.6276494229775,73.3660207440785,72.2903774316636,259.832101824257,30.0,4,1,1,1,1,0,0,0,0,1,1
CUS_0x1b7e,Writer,9477.76,911.813333333333,Bad,Yes,Low_spent_Small_value_payments,6.0,9.0,32.0,8.0,25.0,14.75,23.71,13.0,3325.3,32.921141120674875,37.2951592054958,70.0745555672636,261.31161856057304,37.0,6,1,1,1,0,1,0,1,0,0,0
CUS_0x1b85,Entrepreneur,36228.12,3105.01,Good,No,High_spent_Medium_value_payments,3.0,7.0,3.0,2.0,6.0,3.0,11.62,5.0,1475.78,29.624575722232432,39.045830865102,153.27975915563633,381.50874331259405,44.0,28,0,1,0,0,0,0,1,0,0,0
CUS_0x1b88,Architect,20835.39,1707.2825,Good,No,High_spent_Large_value_payments,3.0,3.0,1.0,4.0,15.5,11.75,9.14,5.0,1491.94,32.100011806626476,36.0009867850988,84.97988513162325,317.2473780832772,24.0,23,1,0,1,1,0,0,0,1,0,0
CUS_0x1b8a,Teacher,44927.86,3687.98833333333,Good,No,High_spent_Medium_value_payments,4.0,6.0,6.0,3.0,6.25,8.25,5.55,2.5,762.62,31.56109969182265,102.190328782543,174.74664000675708,354.361864544032,33.0,21,0,0,1,0,0,0,1,0,1,0
CUS_0x1b97,Entrepreneur,28631.79,2453.9825,Standard,Yes,High_spent_Large_value_payments,3.0,3.0,11.0,3.0,25.666666666666668,19.0,13.273333333333333,9.0,685.37,27.143991300389434,65.2849633219591,46.7771071958924,383.336179482148,19.0,18,0,1,0,1,0,0,0,1,0,0
CUS_0x1b99,Developer,18264.11,1621.00916666666,Standard,Yes,Low_spent_Medium_value_payments,5.0,5.0,15.0,7.0,23.75,18.0,16.98,9.0,2622.13,32.36392187116465,90.8122049798629,93.95246233403505,259.836249352768,37.0,13,1,1,0,1,0,0,1,1,0,0
CUS_0x1b9a,Entrepreneur,29892.37,2664.03083333333,Standard,Yes,High_spent_Medium_value_payments,7.0,3.0,13.0,2.0,6.0,8.0,12.11,5.0,695.39,35.0855835215424,29.9598272723748,122.28779324794182,380.82212947968236,21.0,32,0,1,0,0,0,0,0,0,0,0
CUS_0x1b9c,Media_Manager,11603.81,900.984166666666,Good,No,Low_spent_Small_value_payments,6.0,7.0,12.0,2.0,24.0,15.25,7.65,5.5,10.55,31.624513004167227,15.0426686628995,79.12343845286635,273.4323095509,42.0,20,0,0,0,0,1,0,1,0,0,0
CUS_0x1ba2,Scientist,86470.84,6225.11123922616,Standard,Yes,High_spent_Large_value_payments,3.0,4.0,20.0,0.0,18.0,17.0,11.796666666666667,5.0,211.56000000000003,35.4474853033744,278.59736470238835,218.84283729548963,747.2474960378427,24.0,29,0,0,0,0,0,1,0,0,0,0
CUS_0x1ba9,Media_Manager,78066.48,6673.54,Standard,Yes,High_spent_Medium_value_payments,8.0,9.0,20.0,4.0,37.0,8.0,7.199999999999993,9.0,1703.0600000000002,38.24985921402867,132.911175023119,367.3722799453917,440.4038783648213,29.0,17,1,0,0,1,0,0,0,1,1,0
CUS_0x1bac,Engineer,15926.285,1591.19041666666,Standard,Yes,Low_spent_Small_value_payments,4.0,4.0,11.0,2.0,15.333333333333334,18.666666666666668,19.54,7.0,1481.3499999999997,31.023044391224,14.8170066784974,96.12186038314773,321.513507938354,29.0,21,1,0,0,0,0,0,0,0,1,0
CUS_0x1baf,Accountant,111896.16,9571.68,Standard,Yes,High_spent_Large_value_payments,8.0,7.0,17.0,0.0,27.0,13.25,11.04,10.0,978.3,34.40710146184853,0.0,373.332654157478,838.8353458425172,41.0,19,0,0,0,0,0,1,0,0,0,0
CUS_0x1bb0,Entrepreneur,20849.95,1951.49583333333,Standard,No,High_spent_Medium_value_payments,8.0,3.0,7.0,1.0,23.333333333333332,20.666666666666668,4.163333333333333,3.0,327.77,33.85689310759147,9.06034868288909,57.731050787571434,364.4547059319453,49.0,27,0,0,0,0,0,0,0,1,0,0
CUS_0x1bb6,Entrepreneur,9163.96,806.663333333333,Standard,Yes,Low_spent_Small_value_payments,6.0,10.0,23.0,2.0,20.0,18.0,10.93,9.0,1685.88,36.224240425966855,14.3777011291151,39.525321586366246,316.7633106178515,20.0,6,0,0,1,0,0,0,0,1,0,0
CUS_0x1bb7,Entrepreneur,9022.16,1045.84666666666,Bad,Yes,Low_spent_Medium_value_payments,6.0,9.0,23.0,7.0,23.0,19.5,3.93,13.0,1682.25,31.354465030580098,41.6112072035877,53.35709912103395,294.61636034204446,41.0,12,1,0,1,1,1,0,0,1,1,0
CUS_0x1bbb,Musician,13164.265,1034.02208333333,Standard,Yes,Low_spent_Small_value_payments,6.0,4.0,8.0,7.0,27.5,14.25,15.24,9.0,697.28,32.584010766001995,64.6191269176669,2579.797537034517,226.763864714372,26.0,12,0,1,1,1,0,0,0,0,1,0
CUS_0x1bbf,Media_Manager,14749.06,1008.08833333333,Bad,Yes,Low_spent_Medium_value_payments,8.0,10.0,28.0,5.0,44.0,16.5,27.54,12.0,2777.31,33.79247038402005,47.858801782857,84.7389802463243,253.2110513041515,21.0,2,1,0,1,0,0,0,1,0,1,0
CUS_0x1bc0,Teacher,38060.68,3018.72333333333,Bad,Yes,High_spent_Small_value_payments,6.0,10.0,22.0,6.0,55.0,24.25,25.41,11.0,2817.77,33.92113669463687,172.504444990876,136.3196986646135,203.07626286399926,43.0,5,1,1,0,1,1,0,0,1,0,0
CUS_0x1bc4,Lawyer,31638.5,2134.96593407507,Standard,Yes,High_spent_Small_value_payments,7.0,3.0,14.0,3.0,24.333333333333332,10.333333333333334,14.463333333333333,2.0,607.9,37.3178437618737,247.23551311714982,149.77957405472634,307.2229012225153,49.0,25,0,0,0,0,0,0,1,1,0,1
CUS_0x1bde,Manager,170730.6,14353.55,Good,No,Low_spent_Large_value_payments,4.0,7.0,3.0,0.0,15.0,4.0,5.54,7.75,327.43,31.40904670970385,0.0,883.9425838687999,816.412416131196,37.0,20,0,0,0,0,0,1,0,0,0,0
CUS_0x1bdf,Mechanic,17163.15,1572.2625,Bad,Yes,Low_spent_Medium_value_payments,7.0,5.0,21.0,9.0,18.0,16.0,9.629999999999999,12.0,2266.48,30.32921109710295,104.779752532979,2579.015021585108,209.5674072281405,21.0,18,0,1,1,1,1,0,1,0,0,0
CUS_0x1be0,Accountant,37443.13,3091.26083333333,Good,No,High_spent_Medium_value_payments,2.0,4.0,7.0,0.0,17.0,1.0,6.33,2.0,843.53,32.676903108686524,0.0,106.12686050926405,455.4992228240685,43.0,26,0,0,0,0,0,1,0,0,0,0
CUS_0x1be1,Manager,40375.78,3121.64833333333,Bad,Yes,High_spent_Small_value_payments,6.0,9.0,24.0,9.0,34.0,23.5,4.11,13.0,3619.68,32.30415586897845,181.321058895953,94.11781406477805,306.725960372601,16.0,13,1,1,0,1,1,0,1,1,1,1
CUS_0x1be2,Architect,104509.53,7735.36465480759,Standard,Yes,High_spent_Large_value_payments,8.0,7.0,5.0,3.0,30.0,15.0,17.31,11.0,781.83,33.294604958760246,1232.00633217617,66.2434214877395,612.5394287050855,21.0,28,0,1,0,1,0,0,1,0,0,0
CUS_0x1be4,Mechanic,28491.46,2273.28833333333,Bad,Yes,High_spent_Large_value_payments,9.0,7.0,25.0,7.0,46.0,21.0,16.6,14.0,3603.74,37.75449766622235,127.884970789835,53.9497301445454,290.494132398952,23.0,7,1,0,0,0,1,0,0,0,1,1
CUS_0x1be8,Scientist,63528.7,5132.05833333333,Good,No,High_spent_Medium_value_payments,4.0,6.0,9.0,3.0,22.25,11.25,8.34,3.5,617.89,30.902612743725726,128.277833776473,2626.3310661422743,440.82654517672626,24.0,27,1,0,0,0,0,0,1,0,0,1
CUS_0x1bef,Doctor,121675.68,10085.64,Good,No,High_spent_Large_value_payments,2.0,6.0,3.0,1.0,7.333333333333333,5.0,3.0,2.3333333333333335,984.27,35.11996837458837,95.85734695889941,530.930634046205,651.7760189948946,52.0,16,0,1,0,0,0,0,0,0,0,0
CUS_0x1bf1,Lawyer,43754.32,3938.19333333333,Good,No,Low_spent_Small_value_payments,5.0,7.0,7.0,1.0,4.0,8.0,7.55,4.5,515.73,36.92968884124755,35.374569457361,5263.64008237903,289.4384832412075,55.0,20,0,1,0,0,0,0,0,0,0,0
CUS_0x1bfd,Writer,19186.4,1645.86666666666,Standard,Yes,High_spent_Medium_value_payments,6.0,10.0,24.0,4.0,34.0,15.333333333333334,15.313333333333333,11.0,1753.33,38.996843760882534,47.83430931263829,65.8005476964873,320.9518096575403,41.0,9,0,1,0,1,0,0,0,0,1,0
CUS_0x1bff,Accountant,19323.4,1749.28333333333,Bad,Yes,High_spent_Large_value_payments,10.0,5.0,18.0,8.0,47.5,15.0,23.02,11.0,3033.25,30.61344402948635,99.1013467785463,75.34286195412278,257.9841246006635,39.0,9,1,1,1,1,0,0,1,1,0,0
CUS_0x1c06,Doctor,29608.46,2625.37166666666,Bad,Yes,Low_spent_Medium_value_payments,7.0,8.0,31.0,7.0,41.5,16.0,8.81,12.0,1286.07,29.272180391820676,141.764282253237,164.80923718970791,223.46364722372076,22.0,15,1,1,1,1,0,0,0,0,1,0
CUS_0x1c09,Lawyer,66528.24,5733.02,Standard,Yes,High_spent_Large_value_payments,5.0,5.0,11.0,0.0,16.0,10.0,13.65,5.0,1460.8,31.336646574793534,0.0,60.8473076363991,649.3417741431473,22.0,23,0,0,0,0,0,1,0,0,0,0
CUS_0x1c0c,Developer,114148.24,9579.35333333333,Standard,Yes,Low_spent_Medium_value_payments,6.0,4.0,5.0,1.0,8.0,20.0,14.65,1.0,1432.74,35.798018327791326,94.3579000180603,536.359967080399,597.217466234873,51.0,33,1,0,0,0,0,0,0,0,0,0
CUS_0x1c12,Musician,115177.32,8722.78647216727,Good,No,Low_spent_Medium_value_payments,4.0,4.0,2.0,4.0,9.0,9.333333333333334,3.83,4.0,801.79,34.1258915096108,562.6883528661566,346.878661937046,578.7851611410389,20.0,17,1,0,1,0,0,0,1,0,0,0
CUS_0x1c1a,Accountant,34144.14,3029.345,Standard,Yes,Low_spent_Large_value_payments,4.0,3.0,15.0,7.0,27.0,11.0,18.833333333333332,12.0,203.04,28.613433053037767,134.813922306671,164.10814388661964,280.679100473375,38.0,6,0,0,0,1,0,0,1,0,1,0
CUS_0x1c1c,Writer,107626.59,9095.8825,Standard,Yes,High_spent_Large_value_payments,3.0,5.0,11.0,3.0,28.333333333333332,15.0,11.1,8.666666666666666,914.63,30.544495811446936,163.802794300124,106.59848021284967,765.7627471005675,45.0,19,0,1,0,0,0,0,0,0,1,0
CUS_0x1c1f,Writer,24922.12,2175.84333333333,Standard,No,High_spent_Small_value_payments,8.0,4.0,5.0,0.0,23.5,16.5,8.87,4.5,407.79,33.73222934958025,0.0,145.3864540349865,347.19787929834547,19.0,28,0,0,0,0,0,1,0,0,0,0
CUS_0x1c24,Manager,87263.22,7297.935,Standard,Yes,High_spent_Large_value_payments,8.0,6.0,16.0,1.0,21.0,13.333333333333334,7.82,8.0,135.88,33.047795645017196,67.1703535166102,348.41417558523267,567.5423042314897,27.0,27,0,0,0,0,1,0,0,0,0,0
CUS_0x1c26,Entrepreneur,60668.72,5310.72666666666,Good,No,High_spent_Large_value_payments,3.0,7.0,2.0,1.0,15.5,8.0,0.6,6.0,922.32,32.96525721886685,47.4967564087985,144.63347287460726,586.4424373832605,23.0,30,0,0,0,0,0,0,0,0,0,1
CUS_0x1c2a,Accountant,33410.45,3059.20416666666,Standard,Yes,High_spent_Large_value_payments,4.0,6.0,19.0,0.0,27.0,14.5,10.91,1.0,693.39,35.56019840383293,0.0,69.14746644362198,489.27295022304423,45.0,28,0,0,0,0,0,1,0,0,0,0
CUS_0x1c2f,Manager,54054.18,4296.515,Good,No,High_spent_Medium_value_payments,6.0,6.0,10.0,0.0,14.333333333333334,19.0,7.736666666666667,5.0,583.79,31.404249612349332,0.0,3412.648048339641,586.9078770392936,56.0,23,0,0,0,0,0,1,0,0,0,0
CUS_0x1c31,Musician,29669.28,2534.44,Bad,Yes,Low_spent_Large_value_payments,7.0,9.0,22.0,7.0,51.75,18.5,27.41,13.0,3055.13,29.099109912200923,111.288206159676,107.79367013743875,304.36212370288376,25.0,11,1,1,0,0,1,0,1,1,1,0
CUS_0x1c34,Teacher,29987.16,2557.93,Good,No,Low_spent_Small_value_payments,4.0,4.0,3.0,3.0,5.0,3.0,2.36,1.6666666666666667,30.53,28.777340662206868,60.300535630580804,209.41623096694204,269.4095667358097,26.0,32,0,1,0,0,1,0,0,0,1,0
CUS_0x1c39,Media_Manager,18205.45,1480.12083333333,Good,No,High_spent_Small_value_payments,2.0,5.0,7.0,1.0,3.6666666666666665,8.666666666666666,1.78,7.0,1042.25,34.89610315105307,12.472030306534899,100.28177670824317,308.591609651888,42.0,28,0,1,0,0,0,0,0,0,0,0
CUS_0x1c3a,Accountant,43450.25,3711.85416666666,Good,No,High_spent_Medium_value_payments,0.0,3.0,4.0,2.0,6.0,1.0,8.803333333333333,3.3333333333333335,588.59,32.097018276973635,41.3996436665829,135.6845869008886,454.10118609919436,33.0,23,0,1,1,0,0,0,0,0,0,0
CUS_0x1c3b,Media_Manager,79357.14,6703.095,Good,No,High_spent_Medium_value_payments,2.0,3.0,8.0,4.0,3.0,13.0,2.08,2.0,1171.51,31.200436082081136,171.998735539595,220.05535638571666,528.2554080746874,39.0,18,0,1,0,0,1,0,0,1,0,0
CUS_0x1c40,Accountant,66749.64,5379.47,Standard,Yes,High_spent_Large_value_payments,6.0,4.0,9.0,3.0,24.75,12.0,10.88,10.0,303.85,30.687313054687998,89.7848945090672,330.0668368362225,383.095268654709,35.0,12,1,0,1,0,0,0,0,1,0,0
CUS_0x1c47,Mechanic,15604.245,1554.35375,Good,No,Low_spent_Small_value_payments,4.0,3.0,11.0,4.0,7.666666666666667,7.333333333333333,4.640000000000001,3.0,1065.71,29.744400797875567,47.6291914815122,136.99884333351562,260.807340184971,24.0,28,0,0,1,1,1,0,1,0,0,0
CUS_0x1c57,Engineer,66940.62,5717.38499999999,Standard,Yes,Low_spent_Small_value_payments,3.0,4.0,14.0,4.0,10.0,11.666666666666666,19.9,6.0,352.97,31.734336737969333,164.211366792336,341.3581214255914,349.502345115404,45.0,31,0,0,0,1,1,0,0,0,0,0
CUS_0x1c58,Writer,35319.26,3082.27166666666,Good,No,High_spent_Medium_value_payments,4.0,3.0,7.0,4.0,5.0,2.3333333333333335,6.66,3.0,140.19,31.141872944358933,112.736238061767,116.0261794008441,346.13141587072136,44.0,29,0,1,0,0,1,0,0,1,0,0
CUS_0x1c59,Doctor,19188.055,1358.00458333333,Good,No,Low_spent_Large_value_payments,5.0,4.0,2.0,3.0,1.0,9.5,4.5,7.0,464.09,34.61864697189805,44.6023701426304,111.18887199238719,260.009216198315,42.0,23,0,0,1,0,0,0,0,1,0,0
CUS_0x1c5d,Musician,19121.21,1501.43416666666,Standard,Yes,Low_spent_Small_value_payments,8.0,7.0,15.0,7.0,24.75,16.0,13.94,6.0,448.39,33.42494659735685,79.711652353559,2552.355368240097,265.1686106926735,19.0,15,0,1,1,0,0,0,1,0,0,0
CUS_0x1c61,Entrepreneur,96540.69,8068.0575,Good,No,Low_spent_Medium_value_payments,4.0,3.0,9.0,0.0,8.75,3.0,6.39,7.0,582.53,39.83783458692115,0.0,355.20037698874523,719.1053730112542,25.0,16,0,0,0,0,0,1,0,0,0,0
CUS_0x1c65,Media_Manager,90783.75,7727.3125,Good,No,High_spent_Large_value_payments,4.0,3.0,3.0,0.0,27.666666666666668,17.0,3.4800000000000004,5.0,54.93,31.75865543794733,0.0,294.5377411874104,738.1935088125892,24.0,22,0,0,0,0,0,1,0,0,0,0
CUS_0x1c70,Scientist,31604.58,2378.715,Good,No,High_spent_Medium_value_payments,1.0,2.0,10.0,4.0,9.0,7.0,5.1933333333333325,3.0,946.91,29.5618953589144,65.5058184281555,6744.79398524861,288.6741603391493,44.0,18,1,0,0,0,0,0,1,0,0,1
CUS_0x1c71,Journalist,43280.82,3648.735,Bad,Yes,High_spent_Small_value_payments,7.0,5.0,17.0,4.0,44.0,25.5,9.2,12.0,2576.44,33.04562636928175,74.2901350692896,5038.299931927352,370.3032995588985,28.0,12,1,0,0,0,1,0,0,1,0,0
CUS_0x1c76,Entrepreneur,35075.0,3032.91666666666,Standard,Yes,Low_spent_Small_value_payments,6.0,3.0,9.0,5.0,6.0,10.5,5.88,9.5,1435.83,28.293048917598448,144.383035187189,286.65631585317675,159.75231562629992,16.0,10,0,1,0,0,1,0,0,1,0,0
CUS_0x1c78,Mechanic,54219.54,4251.295,Bad,Yes,High_spent_Medium_value_payments,9.0,5.0,19.0,2.0,46.5,20.5,5.39,12.0,2040.33,27.541271531944048,54.157803939209,178.57577364204298,462.395922418747,42.0,7,0,0,0,0,1,0,0,1,0,0
CUS_0x1c79,Engineer,14283.665,944.305416666666,Standard,No,Low_spent_Small_value_payments,6.0,4.0,9.0,4.0,24.0,8.25,6.099999999999997,3.0,1225.88,36.158152855765294,33.6879129412432,71.50074322215322,274.24188550326977,45.0,23,1,1,1,0,0,0,0,1,0,0
CUS_0x1c7a,Mechanic,19568.09,1765.67416666666,Bad,Yes,Low_spent_Small_value_payments,6.0,9.0,34.0,9.0,32.75,17.25,16.48,17.0,3398.95,27.909595095674575,125.493976512015,62.033816020183146,241.02711069023024,32.0,3,1,0,1,1,1,0,1,0,0,1
CUS_0x1c7d,Accountant,19704.16,1740.01333333333,Bad,Yes,Low_spent_Small_value_payments,9.0,9.0,33.0,5.0,32.0,21.25,18.05,11.75,4866.57,32.4961839421148,73.4060353346352,86.83999219530122,281.2553058033965,39.0,6,0,0,0,1,1,0,0,0,1,1
CUS_0x1c7e,Teacher,13691.91,936.9925,Standard,No,Low_spent_Small_value_payments,4.0,5.0,15.0,0.0,26.333333333333332,14.666666666666666,3.893333333333333,5.0,179.27,31.694462038742966,0.0,77.2466900611082,306.452559938891,31.0,23,0,0,0,0,0,1,0,0,0,0
CUS_0x1c82,Entrepreneur,62719.36,5315.61333333333,Good,No,Low_spent_Medium_value_payments,1.0,7.0,1.0,2.0,9.0,3.5,5.15,5.0,73.8,32.30819585340417,58.315638228569,274.9015043898133,473.34419071495074,47.0,30,0,0,0,0,0,0,0,1,0,1
CUS_0x1c83,Entrepreneur,76387.0499999999,6104.58749999999,Standard,No,High_spent_Medium_value_payments,5.0,4.0,20.0,0.0,22.0,13.0,2.65,2.0,1001.62,36.3301503159046,0.0,247.67992830672065,636.1121550266116,31.0,20,0,0,0,0,0,1,0,0,0,0
CUS_0x1c89,Writer,8723.565,506.96375,Bad,Yes,Low_spent_Large_value_payments,10.0,10.0,33.0,9.0,43.0,24.0,16.6,14.0,4200.42,34.3942014939959,45.1631288307009,26.1329783453514,259.400267823947,18.0,13,0,1,1,1,1,0,1,1,1,0
