Customer_ID,Occupation,Annual_Income,Monthly_Inhand_Salary,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Age,Credit_History_Age,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,None,Not Specified,Payday Loan,Personal Loan,Student Loan,Age_group,EMI_to_Income_Ratio,Investment_to_Income_Ratio,Outstanding_Debt_to_Income_Ratio
CUS_0x3fce,Mechanic,32198.23,2862.18583333333,Standard,Yes,High_spent_Small_value_payments,5.0,5.0,10.0,5.0,30.0,11.0,18.27,11.0,857.14,31.630429187008,126.478661797376,190.465648961456,244.2742725744995,15.0,14,0,0,1,1,0,0,1,0,0,1,10s,0.04418953525812044,0.06654552151829982,0.29947042222683573
CUS_0x3fcf,Mechanic,71565.54,6161.79499999999,Good,No,High_spent_Large_value_payments,8.0,5.0,10.0,3.0,13.0,17.0,10.64,4.0,655.05,33.059503432084334,140.58347840573,303.3043603290543,435.624994598548,34.0,22,0,1,0,0,0,0,0,1,0,0,30s,0.022815344945057443,0.049223377332263535,0.10630830788755566
CUS_0x3fd9,Engineer,76325.67,6644.4725,Standard,Yes,High_spent_Medium_value_payments,5.0,4.0,17.0,4.0,14.0,8.5,8.119999999999997,8.0,1392.95,30.290654193853875,148.61604362208,173.7995154145735,570.7155943710385,50.0,24,1,0,0,1,1,0,0,0,1,0,40s,0.02236686864488942,0.02615700725897707,0.2096404191604375
CUS_0x3fde,Scientist,32033.29,2674.44083333333,Standard,No,Low_spent_Large_value_payments,5.0,3.0,5.0,4.0,20.0,13.5,0.64,5.0,1475.3,30.28220066112175,71.3011564957173,189.9276891593448,283.7152376782702,34.0,20,0,1,0,1,0,0,1,0,0,0,30s,0.02666021083997959,0.07101585003943629,0.5516293281243532
CUS_0x3fdf,Developer,8475.375,653.28125,Bad,Yes,Low_spent_Medium_value_payments,10.0,7.0,29.0,8.0,49.0,16.0,21.0,9.0,4399.81,32.040518654821,48.4744148851735,29.7288556368813,238.879428484747,38.0,1,1,1,1,1,1,0,0,1,0,0,30s,0.074201448281538,0.045506978253059154,6.734939966515189
CUS_0x3fe1,Teacher,19685.13,1857.4275,Bad,Yes,Low_spent_Small_value_payments,6.0,8.0,30.0,8.0,20.0,19.25,15.65,14.0,4483.98,31.9904832865304,80.3528251708076,103.375172454175,282.0147523750165,15.0,12,1,1,0,0,1,0,0,1,1,1,10s,0.04326027539207189,0.05565502419565501,2.4140807649289133
CUS_0x3fe8,Teacher,55062.87,4801.5725,Bad,Yes,High_spent_Small_value_payments,9.0,8.0,18.0,6.0,21.5,17.0,2.509999999999995,17.0,1569.55,31.0739253959774,142.861116732457,204.2311158672145,408.0650174003275,46.0,8,0,0,1,1,0,0,0,0,1,1,40s,0.02975298545059082,0.04253421475302403,0.3268824952658738
CUS_0x3feb,Manager,14445.76,1040.81333333333,Bad,Yes,High_spent_Medium_value_payments,10.0,6.0,16.0,9.0,23.0,19.33333333333333,17.12666666666667,14.0,4146.12,33.18184906396783,93.8668678571937,69.85440122020135,207.02673092260432,30.0,3,1,0,0,1,1,0,1,1,1,1,20s,0.09018607357437836,0.0671152059481062,3.9835385147512965
CUS_0x3fee,Media_Manager,87095.61,7063.9675,Good,No,High_spent_Large_value_payments,0.0,7.0,7.0,3.0,14.0,4.75,5.02,4.0,1005.15,28.67560746433793,158.70988572841,156.110278085499,641.5765861860896,26.0,33,0,1,0,0,0,0,0,1,0,1,20s,0.02246752773542772,0.022099518165322674,0.14229255726332263
CUS_0x3fef,Lawyer,54426.18,4546.515,Standard,No,High_spent_Medium_value_payments,4.0,6.0,12.0,4.0,11.0,13.0,2.74,6.0,865.04,30.6408090539472,137.767461326635,173.154185385527,393.729853287836,53.0,30,1,1,0,1,0,0,0,0,1,0,50s,0.030301772088431465,0.03808503554602305,0.1902644113128407
CUS_0x3ff4,Scientist,18241.11,1387.23210415946,Standard,Yes,Low_spent_Medium_value_payments,6.0,6.0,13.0,2.0,6.0,11.666666666666666,9.13,12.0,2181.17,32.034585525628394,215.720382368194,3396.2886164746706,292.86802691765166,36.0,9,0,0,1,1,0,0,0,0,0,0,30s,0.15550417390239213,2.4482482825269685,1.5723179945590982
CUS_0x3ff5,Musician,87636.03,6291.99244331657,Good,No,High_spent_Large_value_payments,4.0,1.0,4.0,2.0,3.6666666666666665,5.0,3.3800000000000003,3.0,202.96,37.2199737581616,1054.8458735212,241.1516848235124,660.179415005367,53.0,30,0,0,1,0,0,0,0,1,0,0,50s,0.16764894157520327,0.03832676008371031,0.03225687281547621
CUS_0x3ff7,Developer,14896.98,1232.415,Bad,Yes,High_spent_Medium_value_payments,8.0,10.0,30.0,8.0,50.5,24.0,5.53,11.0,1644.92,29.26441960444495,56.013142794294,81.3442742248375,255.884082980867,39.0,13,1,1,0,1,0,0,1,1,1,0,30s,0.04544990347755748,0.06600396313322826,1.3347127388095732
CUS_0x3ff8,Media_Manager,25810.93,1916.91083333333,Standard,Yes,High_spent_Medium_value_payments,5.666666666666667,3.6666666666666665,14.0,3.0,13.666666666666666,13.333333333333334,10.53,5.0,1123.51,31.89559579424853,51.4249507381597,67.2520620808357,343.01407051433733,30.0,17,1,1,0,0,0,0,1,0,0,0,20s,0.02682699155533306,0.0350835630491433,0.5861044658223984
CUS_0x3ff9,Doctor,17055.61,1650.30083333333,Standard,Yes,High_spent_Small_value_payments,8.0,4.0,20.0,2.0,23.0,19.5,11.44,9.0,1079.76,31.2272065139461,28.4022970420129,94.6547193728502,306.97306691846904,20.0,19,0,0,0,0,1,0,0,1,0,0,20s,0.017210375507503706,0.05735603925113677,0.654280709426212
CUS_0x3ffe,Lawyer,90411.9,7394.325,Standard,Yes,High_spent_Large_value_payments,7.0,3.0,16.0,1.0,20.666666666666668,11.333333333333334,4.636666666666667,5.0,472.21,38.991342408262966,72.1790917765702,293.28145484976835,637.305286706994,32.0,30,0,0,0,0,0,0,0,0,0,1,30s,0.00976141727291811,0.0396630463023695,0.06386113675014285
CUS_0x4004,Writer,58317.0,4664.75,Standard,Yes,High_spent_Large_value_payments,8.0,5.0,9.0,6.0,17.0,20.0,16.58,10.0,98.96999999999998,30.298828427088704,149.897199421008,169.88640692673766,416.691393652253,44.0,13,0,0,0,1,1,0,0,0,1,0,40s,0.03213402635103875,0.03641918793648913,0.02121657109169837
CUS_0x400a,Media_Manager,112671.27,9454.2725,Good,No,High_spent_Large_value_payments,2.0,4.0,12.0,0.0,7.0,6.0,7.58,8.0,1221.91,37.55110912728822,0.0,2766.0257369584447,843.7883325798748,29.0,28,0,0,0,0,0,1,0,0,0,0,20s,0.0,0.29256886100526985,0.12924421207448802
CUS_0x4017,Teacher,133377.21,11114.7675,Good,No,Low_spent_Medium_value_payments,0.0,5.0,5.0,2.0,0.5,6.0,7.66,7.0,1131.7,30.2856619444091,171.948543237825,699.4441760768925,525.0840306852815,36.0,23,0,0,0,0,0,0,0,0,0,1,30s,0.015470278009668218,0.06292926739825125,0.10181949375009419
CUS_0x401c,Journalist,71223.92,5713.32666666666,Bad,Yes,High_spent_Small_value_payments,6.0,10.0,19.0,7.0,25.0,23.0,5.8,10.0,1917.13,25.41674567777945,242.159146937657,110.278693741234,196.10320224214288,36.0,6,0,1,1,1,0,0,1,0,1,0,30s,0.04238496432393573,0.019302010925549645,0.33555406715760505
CUS_0x4020,Mechanic,14804.08,979.673333333333,Bad,Yes,Low_spent_Small_value_payments,6.0,9.0,19.0,7.0,22.25,15.5,21.56,12.0,3195.13,30.7358438514578,81.2673897439751,53.92815241043557,222.4781710166108,33.0,8,1,0,1,0,1,0,1,1,0,0,30s,0.08295355908837823,0.05504707597474899,3.2614238759858742
CUS_0x4021,Architect,16587.02,1573.92796310899,Good,No,Low_spent_Small_value_payments,4.0,6.0,7.0,1.0,10.0,7.0,5.876666666666666,3.333333333333333,581.12,24.9647238836116,107.119548092874,120.50589225726908,320.19009654085767,35.0,20,0,0,0,0,0,0,0,1,0,0,30s,0.06805873623420482,0.07656379140709402,0.3692163895812042
CUS_0x4028,Manager,68935.26,5518.605,Good,No,Low_spent_Medium_value_payments,1.0,5.0,8.0,3.0,13.5,6.75,3.25,5.0,457.81,31.3106477731852,102.796308649015,376.5939602729583,339.9702310780255,37.0,26,1,1,0,0,0,0,0,0,1,0,30s,0.018627227107034298,0.0682407891619274,0.08295755902080328
CUS_0x4029,Architect,17077.4,1583.11666666666,Bad,Yes,Low_spent_Small_value_payments,9.0,10.0,29.0,5.0,61.0,27.5,2.6,14.0,2577.55,30.50628184138585,64.171887125981,130.46916212834702,253.670617412338,45.0,15,0,1,0,1,0,0,0,1,0,1,40s,0.040535159838281834,0.08241285362945303,1.628149115142079
CUS_0x402d,Accountant,46817.5,4142.45833333333,Standard,No,High_spent_Medium_value_payments,8.0,3.0,10.0,4.0,15.0,14.0,13.783333333333331,6.0,613.71,29.1901233789175,106.178908612002,197.71183124138767,380.3550934799423,34.0,17,1,0,0,0,0,0,1,1,1,0,30s,0.025631859168650357,0.04772813999128243,0.14815115822931244
CUS_0x4032,Doctor,15126.8,1019.56666666666,Bad,Yes,Low_spent_Small_value_payments,6.0,10.0,20.0,2.0,42.75,23.0,4.429999999999997,8.0,1424.74,34.05682233074063,17.7241906816531,95.18306976768132,279.0494062173315,34.0,18,0,0,0,0,0,0,1,1,0,0,30s,0.01738404290873889,0.09335639628046093,1.3973975872102617
CUS_0x4034,Doctor,26766.06,2356.505,Standard,Yes,High_spent_Medium_value_payments,7.0,5.0,9.0,3.0,15.0,10.666666666666666,14.6,3.333333333333333,530.27,33.3695926930292,36.4975879730593,92.65455200912491,373.165026684482,53.0,22,1,0,0,0,1,0,0,0,0,1,50s,0.01548801635178338,0.03931863162145843,0.22502392314041345
CUS_0x4036,Musician,8056.13,530.344166666666,Bad,Yes,Low_spent_Small_value_payments,10.0,5.0,32.0,8.0,48.0,15.666666666666666,17.973333333333333,7.666666666666667,4230.04,36.913342898955534,37.5826937901168,39.6157239247386,262.5026656184773,34.0,9,1,0,1,1,0,0,1,0,1,1,30s,0.07086472549765674,0.0746981421021984,7.976028145245315
CUS_0x4037,Engineer,92509.38,6832.1254153349,Good,No,High_spent_Large_value_payments,7.0,4.0,12.0,0.0,21.0,10.25,8.92,5.0,1167.56,33.1715848741946,1043.98958466509,287.53379781219377,760.0777021878052,33.0,18,0,0,0,0,0,1,0,0,0,0,30s,0.1528059748905993,0.04208555615311393,0.1708926474592194
CUS_0x4038,Architect,37807.28,2933.60666666666,Good,No,High_spent_Medium_value_payments,1.0,2.0,4.0,2.0,5.0,6.0,2.05,3.0,108.84999999999998,29.6547609895022,62.4757043184132,221.77573462198367,275.77589439293564,19.0,20,0,0,1,0,0,0,0,0,1,0,20s,0.021296551111741863,0.07559831968679652,0.0371044970809539
CUS_0x403a,Media_Manager,45412.95,3520.4125,Bad,Yes,High_spent_Medium_value_payments,8.0,6.0,30.0,6.0,27.666666666666668,20.0,25.403333333333336,10.0,4601.39,33.15987100229344,113.69155215611,210.2353737113484,301.447657465874,29.0,5,1,0,0,1,1,0,0,1,1,0,20s,0.03229495184331666,0.05971896012508432,1.3070598971001268
CUS_0x403d,Manager,71421.15,6118.7625,Standard,No,High_spent_Large_value_payments,7.0,7.0,19.0,0.0,8.0,12.333333333333334,11.300000000000002,1.0,566.98,30.1427035656544,0.0,171.97628320655383,689.8999667934457,49.0,18,0,0,0,0,0,1,0,0,0,0,40s,0.0,0.028106383146355794,0.09266252775785953
CUS_0x4044,Engineer,19151.85,1746.9875,Bad,Yes,High_spent_Small_value_payments,8.0,9.0,24.0,2.0,38.333333333333336,16.0,5.89,12.0,2585.2,32.28106573209317,31.7807854736505,6706.174097321674,297.962808070401,39.0,15,0,0,0,1,0,0,0,0,1,0,30s,0.018191764665545975,3.838707545029185,1.4798045206391002
CUS_0x4046,Mechanic,41191.6,3384.63333333333,Good,No,Low_spent_Large_value_payments,0.0,3.0,4.0,1.0,2.0,7.5,4.55,3.0,801.66,29.90998275918135,21.4034921420814,2577.02848797298,434.104717278965,20.0,18,0,0,1,0,0,0,0,0,0,0,20s,0.00632372550707061,0.7613907428592903,0.23685283487133044
CUS_0x404c,Entrepreneur,30652.38,2836.365,Good,No,Low_spent_Large_value_payments,3.0,7.0,7.0,4.0,13.0,14.333333333333334,10.83,4.0,267.45,30.358489446664304,55.0836655794263,141.5086320227683,363.71086906447135,30.0,31,0,0,1,0,1,0,1,0,0,0,20s,0.01942051378416611,0.04989083986820043,0.09429322389748851
CUS_0x404d,Scientist,58132.12,4944.34333333333,Bad,Yes,High_spent_Large_value_payments,10.0,10.0,30.0,8.0,61.0,23.25,23.23,15.0,4453.51,32.61257861791618,254.757670575552,68.81934170310063,413.3573210546795,28.0,14,0,0,0,1,1,0,1,1,1,0,20s,0.0515250769213476,0.013918803178399967,0.9007283070283018
CUS_0x405,Writer,20942.88,1476.85073472133,Bad,Yes,High_spent_Small_value_payments,9.0,10.0,32.0,6.0,23.0,24.666666666666668,30.820000000000004,12.0,4247.08,30.80956148485893,258.543577147252,3361.6528639931325,310.9862279019603,32.0,2,0,0,0,1,1,0,1,1,0,1,30s,0.17506412196493043,2.2762306203053417,2.875767943333414
CUS_0x4052,Manager,73366.36,5950.86333333333,Bad,Yes,High_spent_Medium_value_payments,8.0,9.0,27.0,8.0,50.0,18.0,23.68,11.0,4029.36,36.868877916643896,285.368540252614,190.936772156715,373.781020924003,42.0,5,0,1,0,1,1,0,1,1,1,0,40s,0.04795414115026685,0.03208555825626115,0.6771051147200494
CUS_0x4056,Developer,71842.8,6101.9,Standard,No,High_spent_Medium_value_payments,3.0,7.0,12.0,2.0,13.666666666666666,10.0,7.41,7.0,39.31,36.338148450228566,65.2735715684396,3427.6164500350483,644.4224516593471,46.0,27,0,1,0,0,0,0,0,1,0,0,40s,0.010697253571582558,0.5617293711852126,0.006442255690850392
CUS_0x4057,Architect,39242.1,3229.175,Good,No,High_spent_Small_value_payments,4.0,2.0,4.0,0.0,9.0,4.666666666666667,6.676666666666667,4.333333333333333,772.08,37.315179628512,0.0,136.87434873575185,439.3764845975807,50.0,23,0,0,0,0,0,1,0,0,0,0,40s,0.0,0.042386785707108424,0.23909512491580667
CUS_0x406,Architect,122942.28,10205.19,Good,No,High_spent_Large_value_payments,2.0,3.0,3.0,1.0,9.0,4.25,4.88,4.0,924.1,33.6430084133701,101.567976548989,265.60592934053824,900.845094110471,33.0,29,0,0,0,0,1,0,0,0,0,0,30s,0.009952580652490448,0.026026554071069546,0.09055196424564363
CUS_0x4067,Teacher,17101.62,1350.135,Standard,Yes,Low_spent_Medium_value_payments,6.0,9.0,17.0,4.0,36.0,8.0,16.84,12.0,1742.35,38.0468232937521,33.1287951757877,102.9224102963997,283.96229452781154,36.0,12,0,0,1,1,0,0,0,0,1,1,30s,0.02453739453890737,0.07623119932184537,1.2905005795716724
CUS_0x4068,Entrepreneur,102137.1,8795.425,Good,No,High_spent_Large_value_payments,5.0,5.0,8.0,0.0,12.5,19.0,1.15,5.0,401.69,38.98751380318173,0.0,94.19558737022211,925.7839133502796,20.0,28,0,0,0,0,0,1,0,0,0,0,20s,0.0,0.01070961180047833,0.04567033429311262
CUS_0x406c,Scientist,14560.43,1250.36916666666,Standard,Yes,Low_spent_Medium_value_payments,6.0,6.0,20.0,6.0,10.0,13.0,16.05,8.0,2353.97,38.34498518782483,47.6316407950651,59.35049175075727,301.388117454177,33.0,14,1,1,1,0,0,0,1,0,0,1,30s,0.0380940621896856,0.047466374997856706,1.8826199995601398
CUS_0x406d,Developer,45432.51,3954.0425,Bad,Yes,Low_spent_Small_value_payments,10.0,8.0,21.0,6.0,57.0,22.33333333333333,3.35,14.0,2157.17,26.3456048513706,194.51735303455905,226.84215620292105,215.585439836699,44.0,13,0,0,1,1,1,0,1,0,0,0,40s,0.049194552925154206,0.057369680827386416,0.5455606509034742
CUS_0x406e,Journalist,22434.16,2060.51333333333,Standard,Yes,High_spent_Small_value_payments,3.0,3.0,17.0,1.0,10.0,20.0,16.61999999999995,3.0,13.72,27.26444291592835,17.0403152075741,135.6911163280076,323.319901797751,55.0,33,0,0,0,1,0,0,0,0,0,0,50s,0.008269936880247054,0.06585306395882312,0.006658534928189426
CUS_0x4075,Engineer,81008.58,6262.83120788601,Standard,Yes,High_spent_Large_value_payments,8.0,6.0,5.0,0.0,16.5,18.0,6.84,4.0,249.08,36.1773145156657,232.9418960569935,160.69069588802626,757.180804111973,32.0,23,0,0,0,0,0,1,0,0,0,0,30s,0.03719434363226627,0.025657835977710576,0.03977115009683868
CUS_0x4079,Mechanic,16858.01,1600.83416666666,Standard,Yes,High_spent_Small_value_payments,9.0,6.0,21.0,3.0,46.0,11.0,16.95,13.0,2403.74,26.9396567707131,24.9326511785479,67.2423192343115,322.538970550178,45.0,11,0,1,0,0,0,0,1,0,1,0,40s,0.015574787006491722,0.042004550274140476,1.5015546582224641
CUS_0x407a,Engineer,15131.6,1505.96666666666,Good,No,Low_spent_Small_value_payments,5.0,5.0,8.0,3.0,4.0,4.5,1.59,3.25,463.82,32.216021000963224,25.9304317411691,54.4391458917972,329.66419283467553,20.0,25,1,0,1,0,0,0,0,1,0,0,20s,0.017218463273535857,0.03614897135292776,0.3079882246176334
CUS_0x407c,Writer,29570.45,2389.20416666666,Good,No,Low_spent_Small_value_payments,0.0,4.0,1.0,4.0,14.0,1.0,3.2000000000000006,1.3333333333333333,194.21,28.69096612622607,62.2575457543961,204.549519343328,255.4466849022743,24.0,26,1,0,0,0,0,0,0,0,1,1,20s,0.026057859191353998,0.08561408112254752,0.0812864813771673
CUS_0x407e,Lawyer,22276.68,2014.39,Standard,No,Low_spent_Small_value_payments,5.0,6.0,14.0,2.0,15.0,12.25,6.93,5.0,124.57,32.05556138436785,20.9343130388998,77.96321039563534,335.60292011000723,37.0,21,0,0,0,0,0,0,0,0,1,1,30s,0.01039238332145205,0.0387031361333383,0.061840060762811566
CUS_0x4080,Mechanic,29469.98,2227.83166666666,Bad,Yes,High_spent_Large_value_payments,7.0,7.0,24.0,5.0,50.75,21.0,26.94,12.0,3421.66,31.13574845417065,169.23733626360035,113.65968400524768,304.4380240891385,17.0,14,0,1,1,0,0,0,1,0,1,0,10s,0.07596504654986688,0.05101807542546887,1.535870079950689
CUS_0x4083,Musician,31318.22,2508.85166666666,Standard,No,High_spent_Small_value_payments,7.0,4.0,14.0,3.0,18.0,13.0,9.16,2.0,1121.05,31.201763897459674,65.4983107106401,203.94349487987637,256.44336107614976,48.0,16,0,0,1,0,0,0,0,1,0,0,40s,0.026106888494393625,0.08128957865047565,0.4468378959563849
CUS_0x4086,Scientist,71746.68,6107.88999999999,Standard,Yes,High_spent_Large_value_payments,3.0,3.0,10.0,3.0,9.333333333333334,18.0,17.25,7.0,2052.59,38.43062948964137,107.961664814085,3420.188420132127,544.4347482538407,40.0,6,0,1,1,0,0,0,0,0,0,0,30s,0.01767577098049984,0.5599623470842029,0.33605549543295693
CUS_0x408c,Journalist,57107.52,4980.96,Bad,Yes,High_spent_Large_value_payments,8.0,10.0,17.0,6.0,24.0,25.666666666666668,2.46,9.0,2538.7,26.969150852806,154.70805785778,182.8474801239976,420.5404620182214,40.0,14,1,1,0,0,0,0,1,1,0,0,30s,0.031059887623626773,0.036709284982011016,0.5096808647329029
CUS_0x4096,Developer,46036.35,3930.3625,Bad,Yes,High_spent_Medium_value_payments,6.0,6.0,19.0,5.0,52.0,16.0,14.75,8.5,2576.0,34.238002790192624,146.401650391242,240.55401166717087,273.5805879415853,27.0,15,1,0,1,0,1,0,1,0,0,0,20s,0.037248892536309815,0.06120402677034774,0.6554102834026123
CUS_0x4098,Doctor,18153.18,1735.765,Bad,Yes,High_spent_Medium_value_payments,10.0,8.0,34.0,5.0,20.33333333333333,15.0,15.15,14.0,3830.47,35.604954173099294,66.6186040262793,114.97873112183844,258.64583151854833,18.0,9,0,0,0,1,0,0,0,1,1,1,10s,0.038379967349427654,0.06624095492295237,2.206790665787131
CUS_0x409e,Manager,47275.96,4238.66333333333,Good,No,High_spent_Medium_value_payments,6.0,3.0,4.0,4.0,16.5,18.5,9.43,3.0,302.1,30.958537415593124,121.928877195547,152.7617453078825,391.4668362219345,24.0,23,1,1,0,0,0,0,0,1,1,0,20s,0.028765879147957907,0.03604007520638565,0.0712724687578396
CUS_0x40a3,Lawyer,60224.34,5028.695,Good,No,High_spent_Medium_value_payments,1.0,8.0,5.0,0.0,28.0,1.0,10.33,6.5,1261.46,37.45686697226815,0.0,5050.792885634808,505.066043844246,43.0,23,0,0,0,0,0,1,0,0,0,0,40s,0.0,1.0043943579069339,0.25085235831562663
CUS_0x40ad,Scientist,65858.48,5421.20666666666,Standard,Yes,High_spent_Medium_value_payments,7.0,7.0,30.0,5.0,34.333333333333336,12.333333333333334,14.546666666666669,13.0,2344.57,32.386325217278134,261.201217762841,200.14215735509367,354.11062488206363,20.0,7,1,0,0,0,1,0,1,1,0,1,20s,0.048181379870442374,0.03691837807728426,0.43248120652105804
CUS_0x40b1,Developer,25191.69,2190.3075,Standard,Yes,High_spent_Medium_value_payments,5.0,3.0,19.0,4.0,11.666666666666666,8.0,14.199999999999998,10.0,805.57,30.889347852347267,79.8540192843175,117.0969674536378,282.079763262044,21.0,20,0,1,0,1,0,0,0,0,1,0,20s,0.036457903415076424,0.053461428339919306,0.36778854110667114
CUS_0x40bc,unemployment,9737.045,699.420416666666,Standard,Yes,Low_spent_Large_value_payments,5.0,6.0,6.0,7.0,29.0,8.666666666666666,7.016666666666666,9.0,1802.87,34.097593255180165,49.642990981888296,40.80760544096743,259.49144524381035,28.0,11,1,1,0,0,1,0,1,1,1,0,20s,0.07097732608161401,0.0583448873789679,2.577662814866359
CUS_0x40bd,Architect,110443.2,9398.6,Standard,Yes,High_spent_Medium_value_payments,8.0,3.0,8.0,2.0,29.0,17.25,12.91,5.0,1330.29,33.9744477223601,183.684915617627,385.4335238056378,638.2415605767335,54.0,32,1,0,0,0,0,0,0,0,1,0,50s,0.01954385925750931,0.04100967418611684,0.14154129338412103
CUS_0x40be,Mechanic,23923.54,1729.62833333333,Standard,No,High_spent_Medium_value_payments,4.0,7.0,15.0,4.0,24.0,13.0,11.46,1.0,877.44,35.39757107426985,78.2531244183122,97.11930429323384,257.5904046217865,40.0,29,0,0,1,1,1,0,0,1,0,0,30s,0.045242739674310965,0.05615038931864978,0.5072997378049438
CUS_0x40c,Lawyer,20884.58,1855.38166666666,Standard,Yes,Low_spent_Medium_value_payments,6.0,6.0,15.0,1.0,11.25,12.0,14.4,4.0,22.45,31.497268912932373,12.4800083512958,108.82633713545022,305.0519279070535,46.0,24,0,0,0,1,0,0,0,0,0,0,40s,0.006726383350395567,0.058654420861539144,0.01209993631139689
CUS_0x40c5,Journalist,34913.58,2867.64879579099,Good,No,High_spent_Medium_value_payments,4.0,4.0,4.0,4.0,4.0,0.0,3.759999999999995,2.0,758.31,38.34160846272785,267.644092693469,151.1859062121058,362.6327053034295,42.0,25,1,0,0,0,1,0,0,0,0,1,40s,0.09333224245810902,0.052721207155496136,0.2644361475202313
CUS_0x40c8,Media_Manager,91702.14,7455.845,Good,No,High_spent_Large_value_payments,5.0,7.0,10.0,3.0,11.666666666666666,3.333333333333333,1.5366666666666668,2.0,233.12,35.77862016598157,140.72712451944,295.69706767331564,569.1603078072427,49.0,21,0,0,0,0,0,0,1,1,0,1,40s,0.018874738479600903,0.039659765951855976,0.03126674441327576
CUS_0x40cf,Scientist,30953.51,2807.45916666666,Standard,Yes,Low_spent_Small_value_payments,4.0,4.0,14.0,2.0,9.0,15.0,8.04,4.0,1106.09,30.6429869922489,28.5395758008893,139.196911791883,403.009429073894,32.0,26,0,1,0,0,0,0,0,0,1,0,30s,0.010165624540418439,0.04958109932446628,0.3939825779597278
CUS_0x40d,Engineer,17908.15,1748.34583333333,Standard,Yes,High_spent_Large_value_payments,4.0,4.0,16.0,7.0,10.75,13.0,14.61,8.0,755.6,33.4234660867767,61.5897933625185,80.29981632843575,292.9449736423785,43.0,10,1,1,1,1,0,0,0,0,1,1,40s,0.03522746597856657,0.04592902319293384,0.43217994151614825
CUS_0x40d0,Developer,60462.44,5081.53666666666,Standard,Yes,High_spent_Medium_value_payments,7.0,7.0,26.0,7.0,40.5,19.0,7.19,11.5,1432.13,32.148469164350146,319.790387903177,2568.778924728516,347.60617197425177,30.0,8,0,0,1,1,0,0,1,1,0,1,20s,0.06293182729564957,0.5055122285309731,0.28183010257395935
CUS_0x40d1,Entrepreneur,151437.08,10854.0092784019,Good,No,High_spent_Medium_value_payments,0.0,4.0,3.0,2.0,5.0,5.333333333333333,4.303333333333334,5.0,879.7800000000001,37.03799817267564,147.526460493589,289.758891795659,1058.8903143774153,32.0,22,0,0,0,0,0,0,1,1,0,0,30s,0.013591886344444899,0.02669602396344385,0.08105576266188114
CUS_0x40d4,Mechanic,34428.72,2923.06,Standard,Yes,Low_spent_Small_value_payments,4.0,3.0,9.0,5.0,4.666666666666667,17.333333333333332,12.146666666666668,12.0,478.11,35.53803531764363,130.018716723802,256.06834315252536,189.552273457005,28.0,8,1,0,1,0,1,0,1,0,1,0,20s,0.04448034481803384,0.08760283509490922,0.1635648943230724
CUS_0x40d7,Engineer,18191.86,1263.98833333333,Bad,Yes,Low_spent_Large_value_payments,9.0,5.0,27.0,6.0,58.0,25.0,25.2,7.0,4460.12,35.40613796163005,78.5615213461394,94.0255981962694,228.81171379092376,18.0,13,1,0,1,1,0,0,0,1,0,1,10s,0.06215367600661367,0.07438802694349998,3.528608518274835
CUS_0x40d9,Journalist,10454.79,612.2325,Standard,Yes,High_spent_Medium_value_payments,5.0,6.0,15.0,4.0,12.5,16.5,15.56,13.0,773.4,30.8239367072868,34.7884397944311,27.3323867437768,254.1024234617915,32.0,28,1,1,0,1,0,0,0,0,0,0,30s,0.05682226898185101,0.044643802385167075,1.2632455807230096
CUS_0x40dc,Entrepreneur,19181.19,1351.4325,Good,No,Low_spent_Small_value_payments,1.0,5.0,4.0,1.0,0.0,8.333333333333334,5.25,3.0,834.41,31.977807690331662,11.5188947316984,41.58459441664773,304.20085172487137,24.0,19,0,0,0,0,1,0,0,0,0,0,20s,0.008523470267067278,0.03077075208465664,0.6174263235492709
CUS_0x40dd,Entrepreneur,42236.79,3475.7325,Bad,Yes,Low_spent_Small_value_payments,10.0,5.0,24.0,7.0,21.25,23.75,5.97,7.0,2050.02,29.544415594136726,211.626456133364,98.62869537398726,200.4409795012004,17.0,9,0,1,1,1,0,0,1,1,1,0,10s,0.06088686518118526,0.02837637688573193,0.5898094862018294
CUS_0x40de,Journalist,43700.61,3574.7175,Good,No,High_spent_Large_value_payments,0.0,7.0,5.0,2.0,2.0,10.5,5.57,8.0,633.46,28.26020841076425,66.9175249478148,55.4433484285485,448.42216910596153,41.0,32,0,0,0,0,0,0,1,0,1,0,40s,0.018719668043087265,0.015509854534952341,0.17720561135250548
CUS_0x40df,Musician,64536.99,5639.0825,Standard,No,High_spent_Medium_value_payments,6.0,5.0,15.0,4.0,16.5,17.0,4.72,6.0,1441.12,32.5511676077321,210.016015807764,121.93413522174012,479.45809897049423,21.0,26,1,0,0,1,0,0,0,0,0,1,20s,0.03724294081666016,0.021623045100287168,0.25555930419531897
